CUSTOMER_ID,ESENT,EOPENRATE,ECLICKRATE
KQLSUT,26,92.30769231,23.07692308
53XUFW,16,0,0
RK8G8P,45,0,0
HLRNL4,0,0,0
B9FFUT,0,0,0
7ZAHFT,36,41.66666667,16.66666667
QYAXA5,36,44.44444444,2.777777778
J98XSM,0,0,0
7K27QA,10,0,0
G2HJUT,16,0,0
8G7VC9,16,0,0
7WAFFX,0,0,0
V4RVQ5,32,21.875,0
T8NBK4,45,2.222222222,0
6E8QTJ,0,0,0
2N8SEF,0,0,0
TAWM4U,47,0,0
AM46J6,0,0,0
H53ACP,5,20,0
PJ2QCP,0,0,0
98QL8Q,16,0,0
BGCPUL,44,4.545454545,0
UDAAK9,36,11.11111111,0
3TQ9GS,0,0,0
8NKDN6,45,4.444444444,0
7B9LZG,45,4.444444444,0
CATNYQ,0,0,0
U8Y2EA,47,2.127659574,0
SCCT2V,36,2.777777778,2.777777778
8Y27EZ,43,18.60465116,0
EJWEGX,43,27.90697674,9.302325581
E8RS6A,16,0,0
RJ7USN,43,13.95348837,6.976744186
3DQRHH,16,0,0
CKBVUH,0,0,0
C9ABK4,0,0,0
VAVEEM,16,0,0
NW87UP,38,0,0
YLYATD,0,0,0
QSKEYA,36,47.22222222,11.11111111
QBR637,32,93.75,0
9NAN6M,36,80.55555556,0
P38JE3,42,11.9047619,4.761904762
FJHZKR,47,0,0
PJXP9Q,39,33.33333333,0
5M4XVM,46,2.173913043,0
XXYEK2,32,46.875,12.5
UTEGYK,38,0,0
TM9UDR,35,85.71428571,0
5L8ABT,0,0,0
SX9RN8,43,11.62790698,0
S6VJP4,16,0,0
PQTH57,47,2.127659574,2.127659574
W3R6M6,16,0,0
RHMY3A,0,0,0
KFGDZT,44,18.18181818,2.272727273
KNUMBQ,33,75.75757576,0
HNDK6J,45,0,0
HPDQCS,39,2.564102564,2.564102564
GJQWA2,45,0,0
DDZUU3,45,0,0
2MHKF4,0,0,0
C23NJ3,37,2.702702703,0
V9R39C,26,84.61538462,3.846153846
MA5BDP,0,0,0
VT7K77,0,0,0
53CB7G,45,11.11111111,4.444444444
LNV3RV,43,11.62790698,2.325581395
MUFBTQ,44,13.63636364,2.272727273
EMCN77,16,0,0
GYE2RA,16,0,0
8ECFV6,16,0,0
JP4NTY,46,10.86956522,0
55Y2BN,0,0,0
9QF9LU,0,0,0
HHBYMT,33,9.090909091,6.060606061
8NRDJA,42,33.33333333,0
NCSQ88,47,6.382978723,0
2X7A88,45,0,0
FGUYRY,0,0,0
FEGZB6,32,18.75,9.375
9J4ZH2,35,8.571428571,2.857142857
HTL84X,16,0,0
4JHHK8,16,0,0
4HQRXK,0,0,0
REZSL7,0,0,0
PTHMYF,0,0,0
KCCECV,0,0,0
UMSJ2D,36,0,0
RJAAV5,40,55,0
7NMH2Q,0,0,0
QP6423,0,0,0
7EKBNC,33,69.6969697,3.03030303
FFMWWK,44,6.818181818,4.545454545
Y39DJ6,0,0,0
LC87JF,0,0,0
B67GGM,0,0,0
4UBR9F,16,0,0
643KMM,38,0,0
BG4HYF,16,0,0
U9H6AG,38,65.78947368,2.631578947
2BCWGD,16,0,0
S9EFFD,46,15.2173913,6.52173913
2CCHTY,0,0,0
4FRKDH,0,0,0
2GE5L8,38,65.78947368,2.631578947
4L8A5J,0,0,0
FZLQEG,0,0,0
RD9Y2L,16,0,0
KTV3CF,51,7.843137255,1.960784314
L44UWC,42,19.04761905,4.761904762
732XC7,0,0,0
D65SXY,0,0,0
QBJUPN,0,0,0
CWHWS3,37,56.75675676,13.51351351
CGSTJP,36,16.66666667,2.777777778
Z7D798,5,20,0
W53USD,40,7.5,0
ZKH9FM,46,23.91304348,2.173913043
VHVBHL,44,4.545454545,0
WZNCFU,0,0,0
EYBLT3,42,7.142857143,0
8PG48M,45,2.222222222,0
ZXS8U4,34,88.23529412,23.52941176
CTX6JS,39,58.97435897,17.94871795
GNGTRR,0,0,0
EXGHLD,0,0,0
RJ282U,0,0,0
QV6R8Z,0,0,0
KLKBUV,0,0,0
5GCRA7,26,69.23076923,3.846153846
Y6ZR9B,47,0,0
QGRKM3,0,0,0
7LNAUT,0,0,0
J5WEMS,0,0,0
KG3XBJ,0,0,0
QTWZXC,16,0,0
2BMHNN,0,0,0
EVJXKT,0,0,0
APLUP,46,15.2173913,0
42HVM6,16,0,0
F7T5B2,45,0,0
UCXB4U,16,0,0
QAYKNL,0,0,0
G2MV2D,45,0,0
LHKFVD,44,18.18181818,0
LTZEKY,46,10.86956522,2.173913043
AYFUFL,47,0,0
5HY5FP,0,0,0
BFXBUY,0,0,0
ECFMV4,31,93.5483871,29.03225806
YNXXAQ,45,0,0
QCLC4E,0,0,0
XXCJ4W,0,0,0
AVC9X3,16,0,0
H94S7M,0,0,0
VXBRF2,46,10.86956522,2.173913043
VU9B94,0,0,0
C9AYB6,50,10,4
UTGWR9,37,16.21621622,10.81081081
FYTHHJ,35,40,20
QRPZBM,43,18.60465116,0
RJKKMD,50,34,20
4SJ4WS,44,20.45454545,0
AWHADV,0,0,0
25HLLM,0,0,0
RFUSKW,16,0,0
L6EQKG,0,0,0
T6VUNC,0,0,0
FRERCE,5,20,0
RRFYBS,32,96.875,6.25
YWYYBP,0,0,0
SZDKQC,36,2.777777778,0
T88FYQ,50,14,4
5UQCZL,44,9.090909091,0
Q587ZK,16,0,0
CF8M7Y,16,0,0
5HJGAW,47,0,0
YYLACK,35,8.571428571,2.857142857
FFTQG6,47,2.127659574,0
VCTWZE,45,2.222222222,0
CV7Y2M,45,4.444444444,0
S37HXZ,44,0,0
K76YPV,0,0,0
R5TWW3,43,2.325581395,0
W8YHVE,44,9.090909091,0
EMEYCX,41,24.3902439,2.43902439
954MT,0,0,0
HTRMT3,41,9.756097561,2.43902439
DYT49W,45,0,0
LMSTZR,0,0,0
BFL87H,46,8.695652174,0
TAR8T3,13,84.61538462,0
K6982Y,45,2.222222222,0
T6DE77,16,0,0
BUKFYT,16,0,0
XMFNGS,0,0,0
H92NXS,0,0,0
MGHCLJ,39,33.33333333,0
F9RN5J,0,0,0
9K9HKF,0,0,0
QV9UH2,38,7.894736842,2.631578947
M388M4,0,0,0
VZ8AMW,16,0,0
FDB55G,0,0,0
CBHPS2,0,0,0
52M6S9,46,23.91304348,4.347826087
SR2M3M,45,0,0
YWSFEK,0,0,0
WXGBMT,16,0,0
5HVV4E,16,0,0
EBK4AV,31,87.09677419,3.225806452
3VSA9Y,35,2.857142857,0
6ZAL79,41,24.3902439,2.43902439
9A7YYP,45,0,0
4E9A2B,16,0,0
GFEQVG,0,0,0
4QQM8F,42,16.66666667,2.380952381
WGFM4C,48,12.5,2.083333333
5XYT4S,44,20.45454545,6.818181818
355ZPN,44,4.545454545,0
MFJEBW,0,0,0
SUCGQG,0,0,0
YEM4W6,42,35.71428571,16.66666667
5A6TUH,36,0,0
FRACDM,0,0,0
PAQU4F,12,8.333333333,0
GQPMFU,16,0,0
DDQ7XF,0,0,0
5BMQYT,41,29.26829268,17.07317073
CX4KM4,39,64.1025641,0
HPVNKA,0,0,0
MB453D,35,31.42857143,11.42857143
FNNE9U,35,20,2.857142857
SCBDV7,53,7.547169811,5.660377358
D9HYXJ,43,9.302325581,6.976744186
G39ZP4,45,0,0
8BW9L3,45,0,0
B9JQC8,43,6.976744186,2.325581395
UKCKBL,3,33.33333333,0
VGCP3B,16,0,0
YKB66P,0,0,0
QJ5A5T,32,62.5,0
UXZXFE,47,2.127659574,0
2UHF7H,18,0,0
S525EK,40,12.5,2.5
GU6SVN,0,0,0
5XDRR3,0,0,0
EX63QZ,35,2.857142857,2.857142857
E2NGWE,16,0,0
AJ4VTD,36,0,0
ZXYT9Y,45,2.222222222,0
75VFK7,41,34.14634146,9.756097561
RE6AU7,45,2.222222222,0
DT4FXJ,45,2.222222222,2.222222222
B6KDLY,44,9.090909091,2.272727273
L2ZCXV,0,0,0
SNXQU5,43,9.302325581,2.325581395
NF9YJW,4,75,0
4K5NSG,2,100,100
937R6W,0,0,0
WU5EBS,30,90,0
9DZ979,0,0,0
NSU9B4,49,14.28571429,8.163265306
PCQVV9,16,0,0
RM6SZT,45,6.666666667,2.222222222
NVXFD4,0,0,0
AK9FNC,38,44.73684211,2.631578947
2RH8NM,45,0,0
RVV384,42,35.71428571,0
QRN5UA,45,0,0
CLBD39,0,0,0
7T4JCP,44,2.272727273,0
A534HY,16,0,0
SVX5XF,45,0,0
DT4EEW,0,0,0
S884GC,0,0,0
5CFUVE,0,0,0
9ZH4H2,45,2.222222222,0
AEJ5WE,32,0,0
27SHK2,0,0,0
B6PL7H,0,0,0
8WNB9B,0,0,0
QWTZEM,0,0,0
KZBKVJ,0,0,0
8ZNNS,6,16.66666667,0
K39HBS,0,0,0
Y6CXYX,39,58.97435897,0
TE5TR4,37,78.37837838,13.51351351
L3LZVS,0,0,0
WMU8VN,0,0,0
NFQSGF,0,0,0
TXVJLY,0,0,0
V4KUQS,47,12.76595745,6.382978723
QPHFZC,0,0,0
2MMJNV,44,4.545454545,4.545454545
Y7P9ER,0,0,0
CN6J7T,45,0,0
HU4XST,0,0,0
WAAEB6,42,30.95238095,2.380952381
S4B5SQ,44,18.18181818,2.272727273
LJ2ZXA,47,6.382978723,2.127659574
K6VJ6K,37,8.108108108,8.108108108
7ZK7EB,46,28.26086957,4.347826087
MYXKC9,46,6.52173913,0
NZCNF3,0,0,0
25TQ3J,0,0,0
HNAE5Y,46,8.695652174,4.347826087
AWZNDR,44,9.090909091,0
PHTYFS,0,0,0
EF8NV6,0,0,0
72NYTQ,49,4.081632653,4.081632653
EAAX3P,37,59.45945946,5.405405405
NQGZVK,19,0,0
WC7RVR,43,13.95348837,0
U6EX32,0,0,0
AB9C79,0,0,0
RDS2YK,44,2.272727273,0
RKEFU4,0,0,0
DS7G42,44,6.818181818,2.272727273
AR9PKB,0,0,0
2J7A33,0,0,0
7EWMQP,45,2.222222222,0
EJKKEC,46,6.52173913,0
LLTSEW,46,15.2173913,0
RY4EAU,45,17.77777778,4.444444444
KGG6LV,46,21.73913043,4.347826087
WMBP4N,6,33.33333333,0
WTWQ5H,45,8.888888889,2.222222222
2GXGSM,16,0,0
5Q5PMR,5,20,0
ZA5V2H,0,0,0
C7XZ8M,18,61.11111111,0
6YLTF6,16,0,0
XHYDLJ,46,8.695652174,0
VV267R,0,0,0
X5SPDP,42,4.761904762,0
4QH9JH,52,0,0
CN3JPE,16,0,0
AC5YN7,31,0,0
9LLAY3,0,0,0
K53HBY,0,0,0
22MBRH,0,0,0
CZVLTJ,42,7.142857143,0
9SVFJK,0,0,0
W76M3Q,16,0,0
TFHCHJ,0,0,0
AL3WVX,0,0,0
MUK8K8,0,0,0
URJNCL,0,0,0
PMJ395,0,0,0
NG5LUL,0,0,0
69C2BC,32,56.25,0
4TKNYS,44,6.818181818,2.272727273
NZ92K8,33,18.18181818,6.060606061
VP97T3,16,0,0
QS58RU,16,0,0
C6DBL4,40,15,0
9FN5KL,0,0,0
82NNSJ,45,0,0
LFTWH5,48,2.083333333,2.083333333
4K6XZZ,16,0,0
ERNPU8,16,0,0
E2HESP,36,72.22222222,0
J9QEEM,0,0,0
C87CHN,0,0,0
Z5LXKT,43,18.60465116,0
89PWVN,0,0,0
WDRXUF,0,0,0
YLG68H,42,7.142857143,2.380952381
C7VFCJ,45,6.666666667,4.444444444
5YMK6H,0,0,0
PU327N,0,0,0
KNLPT9,16,0,0
PZMBJ3,0,0,0
8QPHKM,18,0,0
NLA678,36,47.22222222,0
FB5JDA,46,0,0
XDFQ2U,42,9.523809524,4.761904762
8DRFR9,0,0,0
TRWYB9,0,0,0
D34W9W,10,0,0
H3BBNL,46,4.347826087,0
YDXGNP,44,2.272727273,0
C3ZN8U,45,8.888888889,2.222222222
JA5LER,42,4.761904762,0
24EPQG,45,0,0
KMDX4X,31,51.61290323,3.225806452
E27LUM,47,0,0
MPEVG4,45,6.666666667,4.444444444
A7CEEM,36,0,0
77MGDH,47,0,0
2BDGW5,45,11.11111111,0
8HZHQT,42,0,0
5GJQQH,0,0,0
DZFPPQ,0,0,0
DY85YY,0,0,0
6JVVA2,16,0,0
EPGZ92,44,0,0
G8EFL7,0,0,0
TND795,16,0,0
ZZW497,0,0,0
945JL8,36,58.33333333,2.777777778
Q8TLFH,59,42.37288136,10.16949153
C4224B,0,0,0
4Y6FXR,16,0,0
2KSST5,0,0,0
KLFFPP,41,21.95121951,0
UGF7C9,45,0,0
L6TQ7J,45,6.666666667,0
T7VL3L,0,0,0
MLTKBJ,47,8.510638298,0
6VLXJN,16,0,0
PN64YR,18,0,0
HM5DMM,44,6.818181818,0
HEBQNF,28,75,0
CX7F22,45,0,0
HJY6RK,44,15.90909091,4.545454545
UG7NH5,45,6.666666667,2.222222222
HRQVGK,44,9.090909091,4.545454545
B8X7TA,47,2.127659574,0
FNHUHS,42,19.04761905,0
P8UXV9,16,0,0
5C4MMB,30,100,6.666666667
U5VS25,44,6.818181818,2.272727273
NUS7LH,2,50,0
28D4BX,43,18.60465116,4.651162791
U3CAPX,47,4.255319149,4.255319149
GZUKJY,45,0,0
6RH99T,0,0,0
2XJGG8,34,8.823529412,8.823529412
65WMYL,46,4.347826087,2.173913043
VAYUS2,45,8.888888889,2.222222222
ZDJRAE,16,0,0
MBVMXU,16,0,0
W6RHTQ,18,0,0
XCV6ZV,16,0,0
MDR5MF,46,13.04347826,0
PZQG6W,16,0,0
W6XHLV,16,0,0
8JPKE8,0,0,0
USYHBL,47,12.76595745,2.127659574
WC5LJE,16,0,0
7L3P5J,0,0,0
RTXDQ4,16,0,0
3KUGPN,42,16.66666667,0
JBRJJ5,35,5.714285714,0
B75TED,0,0,0
2Q4QDR,16,18.75,0
94GU2A,18,0,0
XSU33Z,1,100,0
TSVFNS,0,0,0
TVE6FU,0,0,0
Q25VC8,47,6.382978723,0
DSG3M8,0,0,0
5YA4KP,41,21.95121951,0
VXSHS2,16,0,0
QDBABE,45,6.666666667,2.222222222
NEJX3L,0,0,0
7LLRLL,43,16.27906977,9.302325581
FV4SX7,49,8.163265306,2.040816327
HHT93T,43,11.62790698,0
YZV7EK,47,2.127659574,0
5R2CE2,0,0,0
6BM6H9,0,0,0
KZT387,45,0,0
DUYX7X,41,43.90243902,4.87804878
FACX5U,0,0,0
MBUPHR,35,65.71428571,22.85714286
9HX3MZ,45,0,0
K42DF7,48,12.5,2.083333333
LGGCRJ,0,0,0
Z798TW,37,54.05405405,0
EAVPVL,45,4.444444444,0
HZVCJW,16,0,0
KR8FLW,45,2.222222222,0
2LS449,0,0,0
MT5YGF,41,26.82926829,9.756097561
X54886,16,0,0
ENUSH9,45,0,0
3E9MPP,0,0,0
TCL6JJ,0,0,0
ZWCLUZ,47,2.127659574,2.127659574
26DWS5,0,0,0
BY2W6N,16,0,0
SF88TR,53,0,0
98J52G,0,0,0
EVFYTH,48,6.25,2.083333333
2SKM9E,0,0,0
VDAUR4,42,16.66666667,0
YQRYRW,44,2.272727273,0
LRD27H,45,2.222222222,0
4DNZW2,45,0,0
4PD6XA,47,0,0
7EGDAR,45,8.888888889,4.444444444
2CCVL5,47,0,0
GRJG54,0,0,0
8M5A93,0,0,0
H8BNJW,0,0,0
92LDKM,45,0,0
C4C8EZ,16,0,0
FLDPK7,0,0,0
ZXWLVR,23,91.30434783,13.04347826
TN3ANC,16,0,0
SJ7H8N,0,0,0
HJSQTM,39,84.61538462,0
BX6LZ2,0,0,0
XVV8AF,45,6.666666667,0
H4LLXE,0,0,0
HGBKH4,45,4.444444444,2.222222222
KHFYRV,47,0,0
L3J3UY,0,0,0
LWBFL5,0,0,0
4SNELK,47,0,0
QUUZZG,0,0,0
2X5C2N,42,40.47619048,0
WHJFKT,0,0,0
8AS3EC,30,70,0
CFDKLV,0,0,0
4DNN44,42,30.95238095,14.28571429
NQTPYH,16,0,0
Y2RX38,31,87.09677419,3.225806452
WTT9G5,18,0,0
WB3DGL,0,0,0
BU29GJ,42,21.42857143,4.761904762
BHSQQ8,0,0,0
FUT2KP,45,15.55555556,2.222222222
3NPECP,47,10.63829787,2.127659574
83J5X7,30,86.66666667,0
9WFDSK,0,0,0
XHSUGQ,47,4.255319149,0
CA3RWM,47,2.127659574,0
QK6QR6,44,11.36363636,0
BZ56SF,0,0,0
CLH69S,44,22.72727273,18.18181818
M259UM,34,44.11764706,0
Z4C9KL,39,0,0
ERY6FV,45,0,0
VMU73S,0,0,0
YT2MPZ,16,0,0
BYHMVB,42,26.19047619,14.28571429
V3T3F3,45,0,0
C8DWRS,18,0,0
W3RV9P,32,59.375,15.625
ZJTBSV,16,0,0
ZVXLT9,0,0,0
95FMVW,47,0,0
7UB3LQ,41,29.26829268,2.43902439
F6UJ5U,45,6.666666667,2.222222222
FMJX3R,0,0,0
XN9G7W,45,2.222222222,0
EXLTC4,43,16.27906977,4.651162791
PKFX8E,0,0,0
MCP8N8,47,4.255319149,0
T9J54G,0,0,0
YZJZMA,0,0,0
5NNVZC,29,75.86206897,6.896551724
JJXH9S,34,8.823529412,5.882352941
EAP34K,0,0,0
XJW9JP,0,0,0
HRS3FZ,0,0,0
6EAQKQ,16,0,0
RVGWLN,33,87.87878788,3.03030303
HGZSG3,0,0,0
FD247J,41,0,0
D9B3B5,0,0,0
7K4UNE,0,0,0
MDTJYZ,46,10.86956522,2.173913043
TKYC9M,16,0,0
XDVS5Y,36,2.777777778,0
2HVA9N,24,4.166666667,4.166666667
4FS8NX,43,11.62790698,0
NW5NQU,4,25,0
36M86R,41,9.756097561,4.87804878
HYS2VU,44,4.545454545,0
GUQKQD,0,0,0
SFQVH9,45,0,0
V4ZGXN,3,33.33333333,0
ASJES7,43,11.62790698,0
2AAA4T,0,0,0
XAU7Z8,16,0,0
LHYWS7,47,27.65957447,2.127659574
WRPYEM,0,0,0
HX44XK,0,0,0
C3DCN5,45,0,0
32PDVM,47,0,0
8NHU4D,18,0,0
CSJB7L,44,11.36363636,0
VRKW4P,16,0,0
PDANWC,0,0,0
DPUXTC,45,0,0
D5NQ2V,16,0,0
FCRGBB,0,0,0
BGYX3Q,42,38.0952381,9.523809524
7A5TWM,39,48.71794872,2.564102564
D6N8HC,38,21.05263158,2.631578947
J4VEV3,42,47.61904762,0
JPXGVE,44,2.272727273,0
UAZSLL,0,0,0
PD7QL9,0,0,0
85N2M9,0,0,0
VZ2TG3,16,0,0
JPXDZG,16,0,0
NN6B4B,45,2.222222222,0
JJN9E9,0,0,0
9R3PHX,45,0,0
YCC924,0,0,0
KXER5K,0,0,0
NGMQJJ,36,0,0
HJV3DK,0,0,0
YFBWKJ,0,0,0
GKXUV9,36,13.88888889,0
2G2RPD,31,83.87096774,9.677419355
HBKUR9,18,0,0
ZS57FT,16,0,0
6MA8BZ,0,0,0
PCQP47,43,30.23255814,4.651162791
3SRVZV,38,55.26315789,0
3F2TSZ,45,0,0
G7HVVZ,42,16.66666667,4.761904762
VEEVMQ,38,7.894736842,7.894736842
ZJ56CE,40,57.5,5
A4NB3S,45,2.222222222,0
6ZVGWK,45,6.666666667,0
54SCQY,45,0,0
D6EJBW,44,6.818181818,2.272727273
BXBYAC,0,0,0
KD592H,0,0,0
XWKPBR,45,4.444444444,0
HWYHJ6,33,60.60606061,3.03030303
LQM38B,51,19.60784314,11.76470588
PD6DZ5,37,54.05405405,0
NKZ96H,0,0,0
6NPHHA,43,39.53488372,2.325581395
HEDX34,44,2.272727273,0
E2V7AJ,16,0,0
5N4EJK,0,0,0
R7AMD6,46,6.52173913,2.173913043
D62SYG,29,75.86206897,24.13793103
AUN2ZT,35,82.85714286,0
QY86AC,45,0,0
L27UL2,0,0,0
TPZ9R7,0,0,0
XWD8M3,16,0,0
GXSYME,0,0,0
5C3W96,45,0,0
C9G8A2,0,0,0
DUMWPN,0,0,0
37DZXE,53,20.75471698,9.433962264
ZW7VYH,18,0,0
T26VN6,38,55.26315789,7.894736842
EMK7J4,44,4.545454545,2.272727273
7TD4LD,40,27.5,0
C8ZAV5,16,0,0
ZCF3HY,0,0,0
M5LV2G,0,0,0
ECZ5TY,25,72,0
B6P96W,0,0,0
GLA3MF,0,0,0
WM7ZFA,0,0,0
UGVY65,44,4.545454545,2.272727273
FK6L3C,45,0,0
ZMQ9JS,0,0,0
9GRK96,0,0,0
VCUWKH,16,0,0
4G6N65,16,0,0
FUHRSP,31,90.32258065,6.451612903
MNZJBX,45,0,0
K2FDV4,0,0,0
YG6SY6,42,21.42857143,7.142857143
28DU8F,45,2.222222222,0
F6REWQ,16,0,0
G3QTUP,0,0,0
N2JL9X,1,100,100
QSSMFG,40,42.5,0
P6TMVJ,0,0,0
FY4YKY,38,7.894736842,5.263157895
M8EXUE,0,0,0
HJ3G3Q,16,0,0
8WKVRD,40,45,7.5
QJ5FDW,47,0,0
34XE5N,0,0,0
SBXHGE,28,96.42857143,17.85714286
CMJVBK,0,0,0
RH5ZCD,0,0,0
QT5LGA,0,0,0
RLCERF,0,0,0
R63R67,16,0,0
JNKF3Y,16,0,0
K64KMQ,0,0,0
NMP6EJ,47,4.255319149,0
6TJL9L,17,0,0
CVXFLZ,11,72.72727273,9.090909091
9ZYUXP,0,0,0
WX9PZZ,52,44.23076923,3.846153846
FZ9Z2B,0,0,0
GC3LZ9,37,72.97297297,0
6XURK5,42,23.80952381,4.761904762
QURTHX,0,0,0
ZGXSB4,45,0,0
7HL2T8,16,0,0
FKLLK2,0,0,0
ZVAHXN,45,0,0
QS42EY,37,54.05405405,5.405405405
4NFVWR,0,0,0
R7XR4K,46,15.2173913,2.173913043
9KNC75,0,0,0
MZDZDD,46,6.52173913,4.347826087
GHQPFL,46,4.347826087,0
LT5BJN,0,0,0
TDLM99,16,0,0
E8NTSN,0,0,0
QL9XP6,45,2.222222222,2.222222222
D2WP53,41,4.87804878,0
A867LJ,3,33.33333333,0
2YU6W2,0,0,0
W9WPBQ,44,9.090909091,4.545454545
YLUB2K,0,0,0
3X9BXL,16,0,0
ZQ2QDP,44,13.63636364,0
FXRLGP,16,0,0
GD7GFZ,39,46.15384615,0
BM4JMW,45,20,2.222222222
NRKXVA,0,0,0
WAPRP7,45,6.666666667,0
3U447C,31,100,9.677419355
XML2DB,45,0,0
XJM3YZ,37,10.81081081,0
HRVH2J,46,15.2173913,2.173913043
B2M3EL,44,6.818181818,0
54UPTT,39,43.58974359,0
STBBMV,0,0,0
7X5929,34,44.11764706,5.882352941
JUFEVG,0,0,0
QL2859,0,0,0
URXZ2D,16,0,0
RHDYED,45,0,0
LCZZSE,12,16.66666667,0
J6XSMK,45,0,0
R9KR7X,0,0,0
T2C3F4,0,0,0
AKBWUB,18,0,0
TN66S7,0,0,0
945T3W,18,0,0
EG4VDY,45,0,0
HGG6X7,26,61.53846154,0
SFPZ8B,45,0,0
5ANMXS,18,0,0
3CTUW9,0,0,0
2MVAQN,40,17.5,0
G8NMUZ,0,0,0
KHLMQS,16,0,0
3RGPCJ,40,27.5,12.5
FYSH73,45,2.222222222,0
9SS6J9,0,0,0
YUSGUK,37,40.54054054,5.405405405
P7GK28,0,0,0
XBXWA5,47,0,0
Q2NMNE,16,0,0
DZAUK2,46,8.695652174,2.173913043
LBMFCT,0,0,0
6TJ8XR,2,50,0
25TVG6,0,0,0
S8YWMM,30,6.666666667,3.333333333
HHP4RB,44,2.272727273,0
28K8Q2,0,0,0
73SV53,0,0,0
CWQ2AM,43,6.976744186,6.976744186
H6VU43,0,0,0
KKXBRL,49,16.32653061,6.12244898
R8VPCC,16,0,0
MLHGCA,45,11.11111111,0
87PGNW,0,0,0
8JDHBB,0,0,0
5QYJ9L,43,9.302325581,0
ETQ29U,37,51.35135135,2.702702703
UTY5S7,47,0,0
5SVWJH,43,20.93023256,2.325581395
5CGKUU,45,0,0
BAPNX8,16,0,0
9KAAWS,31,100,0
VU5X8F,37,32.43243243,0
2H633L,0,0,0
2M98MA,16,0,0
DKJMCN,0,0,0
R2YPUQ,45,4.444444444,0
ZWZ22N,45,20,0
8U6YMX,36,0,0
B6EST7,16,0,0
XQXXTC,0,0,0
FLSGX8,32,56.25,3.125
8PRMG5,45,0,0
M9FA95,0,0,0
QR2E39,45,0,0
5WBW2T,16,0,0
YGXGZN,42,19.04761905,0
8HUYX8,34,11.76470588,0
4V2D53,0,0,0
UM8ND6,45,4.444444444,2.222222222
AHZDE9,45,8.888888889,0
XTBDSV,0,0,0
4DKFV5,0,0,0
ANAWPB,0,0,0
WBTT5W,45,0,0
AQAGKQ,46,0,0
UZ4UXB,0,0,0
FYWAG,29,0,0
XTVMZV,36,83.33333333,0
M94DZM,48,12.5,2.083333333
ZFAFC6,0,0,0
FBTLW9,0,0,0
ZUGTPP,0,0,0
UQMH7B,0,0,0
75JQ55,0,0,0
CC2GXZ,38,28.94736842,0
QNSJKB,41,19.51219512,2.43902439
X7CLA4,0,0,0
HPSVMH,45,0,0
BEB3Q5,0,0,0
HJ2ZAB,33,87.87878788,3.03030303
62XG8Q,0,0,0
82MKEL,0,0,0
RZMRXZ,16,0,0
9S9233,27,85.18518519,0
E6Z2NE,16,0,0
EGGZ2K,45,4.444444444,2.222222222
TARY6A,30,86.66666667,6.666666667
CLC29E,36,0,0
38EK7F,40,15,0
NG5UR2,0,0,0
4FXULR,47,2.127659574,2.127659574
SFT5CW,47,4.255319149,0
SCWJBR,29,3.448275862,0
KBYZPB,47,14.89361702,0
VP826W,41,21.95121951,7.317073171
9NC2NC,0,0,0
WYRQX2,16,0,0
AJ6J6R,0,0,0
U487PF,40,7.5,7.5
E2VFPV,31,0,0
EKBXC8,0,0,0
4A7GHZ,0,0,0
842DJR,26,3.846153846,0
ZEDC7C,44,9.090909091,4.545454545
XE9V3M,0,0,0
CSPV98,46,13.04347826,0
V9SRY7,36,47.22222222,0
747P4Q,36,47.22222222,2.777777778
C382G2,46,4.347826087,4.347826087
L9TKW6,18,0,0
44764Q,17,29.41176471,11.76470588
DL777B,0,0,0
2A8S8L,45,11.11111111,2.222222222
JA6285,41,41.46341463,0
CZRY4R,44,4.545454545,0
7X4FZM,0,0,0
DAVEDC,3,66.66666667,33.33333333
9WXVZ3,16,0,0
YKRRPP,16,0,0
3JLKKZ,0,0,0
B7XWD4,16,0,0
P5HY6D,44,9.090909091,0
33CUXD,39,48.71794872,0
TAWPVN,16,0,0
Z6M4NF,0,0,0
RK98MB,16,0,0
CZFAUG,43,16.27906977,0
3XMSR4,0,0,0
VB7JH4,37,62.16216216,2.702702703
RP2PXE,43,18.60465116,0
2C3P6E,0,0,0
MSCMX5,41,24.3902439,12.19512195
A6X5KZ,46,2.173913043,0
G8HL2X,45,40,11.11111111
MS9Z65,43,13.95348837,0
2JTS65,45,0,0
U4QYVD,43,11.62790698,2.325581395
9RUFEE,43,6.976744186,4.651162791
CSMP8M,0,0,0
S4U9PP,0,0,0
7U4DJX,47,2.127659574,0
YZ69J4,18,0,0
4MDJFW,0,0,0
ZXWFXR,45,0,0
VARMM7,32,46.875,0
94L4GS,47,0,0
F3ZWX3,16,0,0
7555D8,45,4.444444444,2.222222222
NL6H7F,44,6.818181818,2.272727273
35YCAF,46,2.173913043,0
SS3U4B,16,0,0
QHGFUW,0,0,0
VCLF6G,0,0,0
FQG85Y,34,94.11764706,0
W55KR5,44,29.54545455,9.090909091
368LYB,36,0,0
U3RSJ2,16,0,0
J9AEF6,39,46.15384615,7.692307692
NZM3VD,45,0,0
7P9VP7,41,7.317073171,2.43902439
MUB53S,0,0,0
6ZUDUY,36,75,11.11111111
ULJCWX,40,42.5,0
D5H4F3,43,16.27906977,0
DFKELT,46,8.695652174,2.173913043
KE2Y5T,16,0,0
EXH342,36,0,0
WMCA8P,0,0,0
QUHMZX,0,0,0
NCUUMD,12,41.66666667,16.66666667
JDP8HY,16,0,0
LBHYJD,45,2.222222222,0
