CUSTOMER_ID,CREATED_DT,CITY,STATE,FAV_DELIVERY_DAY,REFILL,DOOR_DELIVERY,PAPERLESS,CUSTOMER_NAME,RETAINED
2RE79T,5/24/2011,Dallas,TX,Monday,0,0,0,xqadSCvbRA,1
EKJCF4,6/21/2012,Dallas,TX,Tuesday,0,0,1,MSLKaa3uC3,1
N5KY9Z,1/21/2012,Dallas,TX,Monday,0,0,1,TYiHnzCw2Q,1
ZW5M4C,5/26/2013,Dallas,TX,Monday,0,0,1,qUg9yu17eh,1
T2WL45,5/31/2013,Waco,TX,Wednesday,0,0,1,4MOsFXGOyu,1
FQ9362,11/16/2012,Waco,TX,Saturday,0,0,0,zOsARnBzqv,0
D7N4LR,5/29/2013,Waco,TX,Thursday,0,0,1,zVxMUgakWw,1
PDDVV4,6/23/2011,Houston,TX,Thursday,0,0,1,dQ8tJgtS1g,1
DLLHQY,5/15/2011,Houston,TX,Friday,0,0,0,ykkpE3DwRQ,0
MBGXBW,8/28/2012,Austin,TX,Thursday,0,0,1,15m7mG8VUN,1
TNGY6G,1/9/2013,Waco,TX,Sunday,0,0,0,weNzxhtArU,1
JNUA7K,4/16/2013,Houston,TX,Friday,0,0,0,ZYr52ksjek,1
HDUH92,6/12/2013,Waco,TX,Wednesday,0,0,1,LIy2igjQ6D,0
JYCSP9,8/21/2011,Houston,TX,Tuesday,0,0,0,qj0OeBHqTx,1
K8LWMS,5/26/2011,Houston,TX,Thursday,0,0,0,Dgkm1hJbVn,1
889HPW,4/13/2013,Dallas,TX,Monday,0,0,0,NL6kafed8B,0
2KPXZN,6/6/2013,Houston,TX,Wednesday,0,0,1,XD0QZnFWYZ,1
QHB4MU,5/21/2013,Houston,TX,Tuesday,0,0,0,5l4xiEgwyH,1
HCM5YE,4/5/2013,Houston,TX,Monday,0,0,0,kCfgeNxwcO,1
TUH6ET,5/11/2013,Austin,TX,Tuesday,0,0,1,a3Vkj5t4lJ,0
GPCQP6,3/24/2013,Houston,TX,Tuesday,0,0,0,IAEb1ZVnpm,1
LW6KBB,6/30/2012,Dallas,TX,Thursday,0,0,1,8a1YpoDS34,1
ZGZRAD,7/5/2013,Dallas,TX,Wednesday,0,0,1,NAcigRiEOL,1
T359L3,1/14/2012,Dallas,TX,Tuesday,0,0,0,IfO5DqjqrX,1
RWMZG4,10/24/2011,Dallas,TX,Tuesday,0,0,0,9LKJdK076G,1
R3MRMQ,12/6/2012,Waco,TX,Friday,0,0,0,xHORzWusde,1
NWC7BJ,1/13/2013,Dallas,TX,Friday,0,0,0,2zlwv4MYRw,1
JFYDTR,9/8/2012,Waco,TX,Thursday,0,0,0,sBj9Cpncog,1
YSGFGT,3/26/2013,Houston,TX,Monday,0,0,1,89Tx8gqilR,1
WAV7GU,4/24/2012,Dallas,TX,Tuesday,0,0,0,k6BtezByln,1
V2WMWM,6/21/2013,Waco,TX,Tuesday,0,0,0,syPmVv5oBg,1
6FFMGD,8/28/2012,Austin,TX,Sunday,0,0,0,2YGbjJ6OBR,1
MF58YA,3/19/2012,Houston,TX,Friday,0,0,1,Ay5xpWcAXz,1
X3NTJU,12/8/2012,Houston,TX,Wednesday,0,0,0,cfmOU5uG0X,0
PVE2ZC,6/22/2011,Dallas,TX,Tuesday,1,0,0,9wWxXIjlwf,1
6ADMGL,3/25/2013,Houston,TX,Thursday,0,0,0,pBpEekacGx,1
KNKLWA,6/14/2013,Houston,TX,Monday,0,0,1,78RMZCrloG,1
VQ4NFW,5/16/2011,Dallas,TX,Wednesday,0,0,1,8K99yDn7M6,1
XBQAET,11/28/2011,Houston,TX,Monday,0,0,0,LCKKRI3rVw,0
NWX2WR,5/7/2012,Houston,TX,Friday,0,0,0,OTqR9Uav0c,1
J3GK8D,6/18/2013,Waco,TX,Wednesday,0,0,1,3QyzBlhjC1,1
4DVQKN,4/30/2012,Houston,TX,Friday,0,0,1,PMgrkqm9eK,0
KNJEQ7,10/2/2012,Dallas,TX,Monday,0,0,0,m04CYDc2Lf,1
XGULBF,10/12/2011,Dallas,TX,Thursday,0,0,1,x3fiG8SWjm,1
R93B7Y,5/5/2013,Dallas,TX,Thursday,0,0,0,NqSPND9S0m,1
GXD9G6,5/11/2013,Waco,TX,Thursday,0,0,0,4U30Lya2W3,1
5YAHH6,8/28/2012,Waco,TX,Saturday,0,0,1,ehEolgvHL9,1
WWW956,8/28/2012,Waco,TX,Tuesday,0,0,1,fgILAPG1Qi,0
2XHGVH,8/23/2011,Dallas,TX,Wednesday,0,0,0,7L6r6Sk9En,1
HKKJCA,11/17/2010,Houston,TX,Tuesday,0,0,1,YIJYGAWniI,1
JWTL8W,11/29/2011,Houston,TX,Wednesday,0,0,1,SSOkRFa7yg,1
8NWPYR,8/2/2012,Waco,TX,Thursday,0,0,0,H62PPmiyvO,1
MUB4LS,10/27/2012,Houston,TX,Monday,0,0,0,7cI2wl89LS,1
JMNFPX,5/13/2011,Houston,TX,Wednesday,0,1,0,LBgYUFczpK,1
BJL8EE,5/25/2013,Austin,TX,Saturday,0,0,1,BJY22iMY04,1
KCP3LW,12/7/2012,Austin,TX,Thursday,0,0,0,7XH6ZQ0WYJ,1
9GGHAP,6/28/2013,Houston,TX,Tuesday,0,0,1,AWJAbmupeG,1
965GB3,5/10/2013,Austin,TX,Thursday,0,0,0,KwyEyPYuYF,0
6W3SB7,1/20/2012,Dallas,TX,Friday,0,0,0,hAI4JHAbpO,1
C356WR,6/2/2013,Waco,TX,Monday,0,0,1,rVjfMTTPtN,1
JMUA2D,4/16/2012,Dallas,TX,Monday,0,0,1,8cywsGybFf,1
G3CUJB,4/9/2013,Dallas,TX,Wednesday,0,0,0,JUIjwQwn55,1
YQ289X,8/28/2012,Waco,TX,Wednesday,0,0,0,SJVgl4GRt5,1
J9X77P,9/18/2012,Dallas,TX,Monday,0,0,0,gs0XRzH9R2,1
EYPEWW,5/30/2013,Houston,TX,Thursday,0,0,1,qePxniCZFi,1
QAV2J6,9/24/2011,Dallas,TX,Wednesday,0,0,0,8mk0730rxj,1
YA4LAC,6/3/2012,Dallas,TX,Monday,0,0,0,e1PNd3OInL,1
WGSFFD,10/25/2012,Waco,TX,Wednesday,0,0,0,qdyGs8YGYv,0
QZ63L3,4/11/2012,Dallas,TX,Monday,0,0,1,oShojkgWdh,1
4XTFLK,5/10/2013,Austin,TX,Saturday,0,0,0,vNvIe2NBzv,1
6QK235,4/24/2013,Houston,TX,Friday,0,0,0,LXsShtfwZQ,0
VP6ZGP,12/16/2012,Houston,TX,Friday,0,0,0,DeHwu646ar,1
D8P9XL,4/5/2013,Waco,TX,Tuesday,0,0,0,gVkOVjV7Yr,1
32JJJF,4/4/2013,Waco,TX,Monday,0,1,0,kEFM8c1Dmr,1
WAE9ZX,6/2/2013,Austin,TX,Saturday,0,0,1,YDorXaAeum,1
TEVQ4P,6/6/2013,Houston,TX,Wednesday,0,0,1,ebPYAUyfBU,1
E8PXW6,4/11/2013,Waco,TX,Monday,0,1,1,tPhhpBfcJQ,1
PM3HS3,4/10/2013,Dallas,TX,Wednesday,0,0,0,Q8VyQUs096,1
VDFD2E,6/2/2013,Houston,TX,Tuesday,0,0,1,WMQEc2nt55,1
BABLXJ,3/16/2013,Dallas,TX,Monday,0,0,0,ZFiio36hGi,0
BK9RJF,5/27/2013,Houston,TX,Tuesday,0,0,1,aE3VWdhtGo,1
USPR8L,6/29/2013,Austin,TX,Saturday,0,1,1,Pdyrg3eNKY,0
7NQH62,2/15/2013,Waco,TX,Sunday,0,0,0,HjLp333j0Y,1
L4J4BK,5/8/2013,Austin,TX,Thursday,0,0,0,ibAlI2mBxv,1
THLTZ7,2/13/2013,Waco,TX,Saturday,0,0,0,bMtSVRxeNV,1
N9VME7,8/28/2012,Waco,TX,Wednesday,0,0,0,zYhXiLEDG6,1
WLJYBG,11/17/2012,Waco,TX,Thursday,0,0,0,YLAVss4gAU,1
K34PV6,6/3/2013,Dallas,TX,Tuesday,0,0,1,N2UAWjzy6C,0
UXWWD9,6/12/2013,Waco,TX,Saturday,0,0,1,yQu2fFMbRG,1
DTLY7Z,5/7/2013,Houston,TX,Wednesday,1,1,0,XWOJdM1Khj,1
SN6B45,8/28/2012,Austin,TX,Saturday,1,1,1,YE6wKZoi95,1
SAC5P6,5/16/2011,Dallas,TX,Tuesday,0,0,1,qPrLXif6JY,0
XXV3R3,5/16/2011,Houston,TX,Friday,0,0,0,8pKXlzxoU5,1
69J9J4,6/30/2013,Waco,TX,Wednesday,0,0,1,agJSFjPnq8,0
6SADBZ,9/8/2012,Waco,TX,Thursday,0,0,1,t9Pn0saM5P,1
YHNLJC,5/13/2013,Dallas,TX,Wednesday,1,0,1,MarqTudpSV,1
G8VB6J,2/2/2012,Dallas,TX,Monday,0,0,1,2mldhRtJgZ,1
BTXU34,6/10/2013,Waco,TX,Tuesday,0,0,0,MZoVEKnOlv,1
97XPC2,1/11/2011,Dallas,TX,Tuesday,0,0,1,1jbx4Bq4YJ,1
3JZYA4,4/13/2013,Houston,TX,Wednesday,0,0,0,OqXOIEi9rg,1
5QC7HX,12/16/2012,Houston,TX,Monday,1,0,1,NyDsmaetcE,1
ZBQPLJ,11/1/2011,Dallas,TX,Monday,0,0,0,kScrQx1Jhu,1
HYQS9B,1/12/2013,Dallas,TX,Monday,0,0,1,i3OPacfmXG,0
CUWDMF,7/5/2012,Dallas,TX,Wednesday,1,0,0,2RPfMUyCDv,1
527RWA,6/12/2012,Dallas,TX,Thursday,0,0,0,wxYXkkkHaf,0
HQEB88,5/23/2011,Dallas,TX,Tuesday,1,0,1,qCpCfdLvYA,1
NPZXLS,10/18/2012,Houston,TX,Friday,0,0,0,hzPR4SEPg9,1
N9PCUH,5/3/2013,Dallas,TX,Friday,0,0,0,mq8jolcl1V,0
LU3MQN,8/28/2012,Waco,TX,Saturday,0,0,0,JnR6nYfzI6,1
A85EQ2,4/18/2012,Houston,TX,Thursday,0,0,1,FYHZK7qe1Q,1
UXFG4R,9/2/2012,Dallas,TX,Monday,0,0,0,NoOTPCI4ek,1
5WQWRW,8/18/2012,Dallas,TX,Wednesday,0,0,0,bS5ewHtoSS,1
U3QJAR,8/16/2011,Dallas,TX,Wednesday,0,0,0,OGuhiEd3ix,1
D4RWUP,1/31/2013,Houston,TX,Thursday,0,0,0,5daj7hGwy8,0
X5Z662,8/28/2012,Waco,TX,Thursday,0,0,1,GF73Z3ltLw,1
GWXWC9,9/7/2011,Houston,TX,Wednesday,0,0,0,ZmMb4xKVJX,1
D2J9SV,5/13/2011,Houston,TX,Friday,0,0,0,JtB6e712KV,1
XDU8Q5,6/2/2013,Houston,TX,Wednesday,0,0,1,zv5Cq0lNG5,1
Q7D73U,3/28/2013,Houston,TX,Wednesday,0,0,0,vmpUoOJVei,1
F3FDGL,10/8/2012,Houston,TX,Thursday,0,0,0,zCd50MoXxD,0
F6Y89C,5/10/2012,Dallas,TX,Monday,0,0,1,Zn6vZIHT8s,0
88KFX2,3/18/2013,Houston,TX,Thursday,0,0,1,gKM0LcS9Xx,0
TXVD5G,5/17/2011,Dallas,TX,Friday,0,0,0,VmzMJPETP6,1
28BN8W,12/28/2012,Waco,TX,Wednesday,0,0,1,UjNg8qF7Aa,1
5DPF2X,6/14/2013,Austin,TX,Tuesday,0,0,1,N52pS3By3V,1
6K7NYN,7/2/2013,Dallas,TX,Thursday,0,0,1,7x1gIfxczh,1
5FGWQM,6/13/2013,Houston,TX,Monday,0,0,1,nfus5el1PB,1
YXCCC2,4/13/2013,Houston,TX,Monday,0,0,0,LfVv9sDh6Z,1
7HKY4X,10/26/2012,Houston,TX,Thursday,0,0,0,NrAmP7aE2L,1
ZPQGWT,4/13/2013,Houston,TX,Friday,0,0,0,4tCIjUHfhv,1
KMM23K,5/20/2013,Austin,TX,Thursday,0,0,0,HvGD4AFOVr,1
U8PTB3,4/21/2013,Dallas,TX,Monday,0,0,0,mste50fIH6,1
6BSD45,11/3/2012,Waco,TX,Sunday,0,0,0,uSgXJm8MHI,1
EWB8JM,6/30/2013,Waco,TX,Friday,0,0,1,DDcekJyGcs,1
6UHCDX,5/26/2013,Houston,TX,Thursday,0,0,1,HNkPzv5ufo,1
RKWHHH,9/11/2012,Houston,TX,Monday,0,0,0,oQAjJPnq35,1
D3JFPM,5/26/2013,Dallas,TX,Wednesday,0,0,1,Hqc5HiWCdq,1
AAGCXZ,4/23/2013,Waco,TX,Thursday,0,0,0,0SbqmeeBWY,1
EZB53G,5/14/2013,Houston,TX,Tuesday,0,0,0,ZCzIZZhEWs,0
KY3TCJ,6/4/2013,Austin,TX,Thursday,0,0,1,KhrvgII6VL,1
4NV823,5/3/2012,Houston,TX,Friday,0,0,0,QwzPxtarSe,1
TKBGRF,6/4/2012,Dallas,TX,Wednesday,0,0,0,SAComLBzJY,1
QKG8ZQ,2/7/2013,Houston,TX,Friday,0,0,0,pEuv5ZOwIz,1
AXM6TW,6/17/2013,Waco,TX,Wednesday,0,0,1,sl7k1OdOYa,0
KSJXX3,9/17/2012,Dallas,TX,Tuesday,0,0,1,nx98dP0Xw3,1
Y473HR,5/6/2013,Houston,TX,Friday,0,0,0,xHzgyp3QHd,1
9RQUY7,9/19/2012,Houston,TX,Thursday,0,0,0,pjZdLYYM5z,1
XGXCBG,6/3/2013,Austin,TX,Saturday,0,0,1,a95b6UNVcP,1
E935C8,10/4/2011,Houston,TX,Tuesday,0,0,0,JT21n4gDag,1
M8AM2G,6/2/2013,Houston,TX,Friday,0,0,0,vU5tSP309g,0
SFTM7Y,7/16/2012,Dallas,TX,Tuesday,0,0,1,lWcgPVYyFr,1
GA68UP,9/4/2011,Dallas,TX,Wednesday,0,0,0,nMsoTtcLoX,1
963SKR,5/31/2011,Houston,TX,Tuesday,0,0,0,g888euf0sK,1
QJEFPC,3/5/2013,Houston,TX,Thursday,0,0,0,oukbf0EWvo,1
QW2NHP,11/7/2012,Dallas,TX,Wednesday,0,0,0,xwyCZKIQ72,1
CBAK42,5/17/2013,Dallas,TX,Monday,0,0,0,00eHycZDsz,1
8QY7G9,10/12/2012,Dallas,TX,Monday,0,0,0,2yvbAh1li1,0
YHT59D,9/19/2011,Houston,TX,Friday,0,0,0,6KfCQjwVb6,1
3WSRPN,5/8/2013,Austin,TX,Saturday,0,0,0,MPjrVdpJ8y,0
7RQ5E8,11/13/2012,Dallas,TX,Tuesday,0,1,0,Qyx7RyFZZs,1
BNA666,7/5/2013,Waco,TX,Wednesday,0,0,1,ZkMnzSqpoH,1
FR5JWJ,1/28/2012,Dallas,TX,Monday,0,0,0,P7N8YImKFz,1
RWR9ZM,3/28/2012,Houston,TX,Friday,0,0,1,Lii4jzoFBt,0
4HLGVK,8/28/2012,Houston,TX,Tuesday,0,0,1,DrkgvMTonA,1
SD68KX,12/5/2012,Waco,TX,Saturday,0,0,1,9bOSOXBLWB,1
T5U4FZ,6/22/2013,Houston,TX,Tuesday,0,0,1,8T1PTQEyvY,0
B7WGK5,8/21/2011,Dallas,TX,Friday,1,0,0,kTQ4XU8gnP,0
BBNG5G,6/26/2013,Waco,TX,Monday,0,0,1,GuO2dY59H9,0
ETHHRT,9/30/2012,Waco,TX,Tuesday,0,0,0,tdfP5m1tBd,0
TUKNC5,6/10/2013,Austin,TX,Thursday,0,0,1,tjgj93qgp6,1
JS6KUJ,6/10/2013,Waco,TX,Monday,0,0,1,6HaJwYrgpA,1
YKKTC9,2/14/2013,Houston,TX,Thursday,1,0,0,SF6bVZeB7Z,1
CXTDPR,6/22/2013,Houston,TX,Tuesday,0,0,1,wQnDhNPDmm,1
T52Y9G,4/19/2013,Houston,TX,Wednesday,0,0,0,eQffdcAqZl,1
3V7R2C,5/28/2011,Dallas,TX,Wednesday,0,0,0,7h4MhJZDhJ,1
W89VNG,8/28/2012,Waco,TX,Sunday,0,0,1,BliTSznWRb,0
3F5NBF,5/1/2013,Houston,TX,Monday,0,0,0,EbMNIP8MG9,1
JBV7LR,3/29/2013,Houston,TX,Monday,0,0,1,Bx2YWDS4pl,1
AT4T6U,6/11/2012,Dallas,TX,Wednesday,0,0,1,W76SxnqNy3,1
XS7G4X,3/3/2013,Dallas,TX,Monday,0,0,0,xh0E9iZ0Oa,1
7S435X,4/13/2013,Houston,TX,Tuesday,0,0,0,m4Eu4rGMv3,0
DVJ6B9,2/2/2013,Houston,TX,Tuesday,0,0,1,WAqadip0f6,1
G6KRZT,8/28/2012,Waco,TX,Thursday,0,0,1,l4lUA6vCow,1
N6WJV8,2/2/2012,Dallas,TX,Monday,0,0,0,xRLgL2Er5c,1
EUYBSJ,7/5/2010,Dallas,TX,Monday,0,0,0,m0j2hYF9Yc,1
76WW3U,1/17/2013,Waco,TX,Thursday,0,0,0,VI7bxs1Hzp,0
BKF5QV,11/1/2010,Dallas,TX,Tuesday,0,0,0,Za3Tgccu3a,1
XU57CQ,5/31/2013,Houston,TX,Monday,0,0,1,0Fk9eZIrHp,1
S5V2E5,2/15/2013,Austin,TX,Tuesday,0,1,1,Vf8rb41F9Z,1
74KBVV,5/28/2013,Waco,TX,Wednesday,0,0,1,sF1dfVzaeQ,0
BM5E6N,3/5/2013,Houston,TX,Monday,0,0,0,OQv9gx9xrY,1
XUDPDQ,5/29/2013,Dallas,TX,Friday,0,0,1,7oOfS0EfCo,1
VD5PJT,8/28/2012,Austin,TX,Tuesday,0,0,1,jT9M4Qg078,1
MBDEW3,2/6/2013,Houston,TX,Monday,0,0,1,sVAAqFAwN5,1
36QABE,10/24/2011,Dallas,TX,Thursday,0,0,0,zeukzXQ4cF,1
UUN9DC,6/22/2013,Waco,TX,Friday,0,0,1,UnTYGIIa8f,1
WSJSHU,4/21/2013,Houston,TX,Wednesday,0,0,0,aIA6ywp4x7,1
SH6P2T,5/27/2013,Dallas,TX,Wednesday,1,0,0,shalJtJw86,1
U7VYJU,10/9/2011,Houston,TX,Tuesday,0,0,0,nbCJ05rKic,1
B9J93H,10/20/2011,Houston,TX,Friday,0,0,0,fLoH5j7j2a,1
NKD436,6/7/2011,Houston,TX,Friday,0,0,1,uK6dUiquPs,1
ZK7ENK,5/18/2011,Houston,TX,Wednesday,1,0,1,uOjWe6XBHc,0
4XRLAW,4/30/2012,Houston,TX,Friday,0,0,1,mt96wwSzr9,1
Y2EQZR,5/18/2013,Houston,TX,Wednesday,0,0,0,cj6uy32QXE,1
Z2TAVE,9/19/2011,Houston,TX,Tuesday,0,0,1,DeDQQE6JJP,0
CCDZUF,5/14/2013,Waco,TX,Wednesday,1,0,0,GZzMze5kBZ,1
APQ8CH,8/28/2012,Waco,TX,Sunday,0,0,0,laVsA8UI9b,1
YTBEXS,7/18/2011,Houston,TX,Monday,0,0,0,XrkfGRklc1,1
WN3CWZ,3/22/2010,Dallas,TX,Monday,0,0,1,Dn5pzd97Qt,1
KKLDTM,8/20/2012,Dallas,TX,Monday,0,0,1,HymQ8nyRYr,1
8A3CDV,8/5/2012,Dallas,TX,Tuesday,0,0,0,SnXSc8qmzp,1
SLXFYC,2/13/2013,Houston,TX,Friday,0,0,1,5wVekMexU7,1
SSWS94,3/1/2013,Waco,TX,Thursday,1,0,1,UWYdHpf1vg,1
LVESX8,10/23/2012,Houston,TX,Tuesday,0,0,0,vkf4XWr8RV,1
A8XRNE,4/27/2013,Austin,TX,Saturday,0,0,0,Ed0tCU9ZCG,0
65BNHK,11/19/2008,Dallas,TX,Friday,0,0,0,bV7vyQK5tj,1
NTH8TU,6/9/2013,Waco,TX,Thursday,0,0,1,1PNjAl3n8q,0
KVYSBU,4/6/2013,Dallas,TX,Monday,0,0,0,ElKVNtkTqG,1
HBHEAQ,10/7/2012,Waco,TX,Thursday,0,0,0,99RnttrhUA,0
YG5JW6,2/13/2013,Dallas,TX,Wednesday,0,0,0,jS3mB9ypAS,1
CGAP8Q,8/28/2012,Waco,TX,Thursday,0,0,0,ghbzc9po9g,1
K3LFWX,6/21/2011,Houston,TX,Friday,0,0,0,Ov6w9botd7,1
DFZVQT,3/13/2012,Dallas,TX,Monday,0,0,0,ggTCmjl22i,1
JMHC4V,4/13/2012,Houston,TX,Tuesday,1,0,0,roSrlxF0ZS,1
7PVFFU,8/28/2012,Waco,TX,Saturday,0,0,1,f4kqWrfWR6,1
29TSEE,11/14/2012,Waco,TX,Wednesday,0,0,0,sXQZS6bT6H,1
65QWL3,11/8/2011,Dallas,TX,Thursday,0,0,1,B79oHn5Dbx,0
J7XNWQ,6/4/2013,Waco,TX,Friday,0,0,1,ZL19kNKqsS,1
96WGPQ,6/3/2013,Houston,TX,Monday,0,0,1,VOxqa3hwZx,0
3PHH7N,3/2/2013,Houston,TX,Thursday,0,0,0,ma6vvqBeMi,1
6ZVG5E,4/3/2013,Houston,TX,Wednesday,0,0,0,QPFe8ckOtu,1
6CXQA2,12/8/2009,Dallas,TX,Thursday,0,0,0,8s7XwVFXlj,0
56D3T3,2/7/2013,Houston,TX,Wednesday,0,0,0,3kGHZ7R4EQ,1
3SY3SC,3/8/2013,Houston,TX,Tuesday,0,0,0,yNCIWICYlR,0
BH7LKT,3/13/2013,Dallas,TX,Thursday,0,0,1,lfbe6FaAtK,1
BGUK4E,6/19/2010,Dallas,TX,Thursday,0,0,1,uH6JvINTcV,1
SFNE2K,7/5/2013,Houston,TX,Tuesday,0,0,1,gpIJFJitII,1
STPV2A,8/28/2012,Austin,TX,Sunday,0,0,0,AIce57J1pU,1
HVFFPN,6/30/2011,Dallas,TX,Monday,0,0,0,nkw0pPK2UX,0
A55CZZ,11/2/2011,Dallas,TX,Wednesday,0,0,0,vjoarrtTJ4,1
4JYKA4,11/14/2011,Dallas,TX,Wednesday,0,0,1,AJjoSyEuZm,1
MZ6XWN,6/3/2013,Austin,TX,Thursday,0,0,1,3I3W55xPA9,1
AU6DRN,9/29/2012,Waco,TX,Wednesday,0,0,0,835B8o1av0,1
LJE6QP,5/6/2013,Dallas,TX,Friday,0,0,0,707Bg4fEZj,1
CPHWT3,2/25/2013,Waco,TX,Tuesday,0,0,0,8zrPGEvzxT,1
TB3GY9,2/10/2013,Houston,TX,Monday,0,0,0,PKBBQkWVbn,1
2TP9AK,8/28/2012,Austin,TX,Sunday,0,0,1,fqY4PLVIWt,0
45K8UN,8/28/2012,Waco,TX,Thursday,0,0,0,0K7znJESRu,1
KKB7FQ,6/17/2011,Houston,TX,Tuesday,0,0,0,cvJ9zkG2Qg,1
QV42C6,9/24/2012,Dallas,TX,Wednesday,0,0,0,ZvHcytAPJF,0
S2XWUS,6/18/2013,Waco,TX,Saturday,0,0,1,rTTYFsevLY,1
6LF8FU,7/12/2011,Houston,TX,Tuesday,0,0,0,UC0E8WjEAX,1
JB9QFY,12/27/2012,Houston,TX,Monday,0,0,0,EH0XEWe3cw,1
CT2GKF,3/1/2012,Houston,TX,Monday,1,0,0,9egWdgvBtO,0
ZK9KKT,11/3/2012,Waco,TX,Wednesday,0,0,1,kS40rnu2ZD,0
LZK8G2,8/28/2012,Waco,TX,Saturday,1,1,0,m98BZ7iNpL,1
WFJM5B,2/18/2013,Waco,TX,Tuesday,1,1,0,TPVg3Br89G,1
KCAJCP,8/7/2011,Houston,TX,Thursday,0,0,1,wqWowFYyWi,0
458KS2,6/12/2013,Houston,TX,Thursday,0,0,1,a3U5CKbY2e,1
9WM2EM,8/28/2012,Waco,TX,Monday,0,0,0,pMB5G3ZFvq,1
Q6LDBU,4/3/2013,Dallas,TX,Thursday,0,0,1,TVLS7uqX01,1
MQCH4U,6/17/2011,Houston,TX,Thursday,0,0,0,TTqQ1maoZm,1
9LYBE4,3/21/2013,Waco,TX,Tuesday,0,0,0,eQ9R9w55Cy,1
DJ328K,6/4/2013,Austin,TX,Saturday,0,0,0,WZT1gXSH18,1
JSQ562,10/24/2011,Dallas,TX,Friday,0,0,0,oTxFW2sdNO,1
M7ZRRL,10/7/2011,Houston,TX,Friday,0,0,0,Kgg9UfLfzG,0
58Q2EE,4/21/2013,Waco,TX,Thursday,0,0,0,lu7JYg02Jd,1
CGLH47,1/30/2013,Dallas,TX,Wednesday,0,0,0,ePvnULH2ZU,1
RL44WS,5/12/2013,Houston,TX,Tuesday,0,0,0,ujMuOaknMf,1
YSCRP6,9/29/2012,Waco,TX,Saturday,0,0,1,pY9Ru8l9Yl,1
JZSVF5,3/30/2010,Dallas,TX,Friday,0,0,1,GcJzZ9wO1j,1
P2CFQF,6/25/2012,Houston,TX,Tuesday,0,0,0,grcY0deEaj,1
R5D5U4,6/28/2012,Dallas,TX,Tuesday,0,0,0,HhEG8HxywS,1
EYPXCE,5/11/2013,Dallas,TX,Wednesday,0,0,1,S7YKK2JTqO,0
EU784B,6/20/2013,Houston,TX,Wednesday,0,0,1,KSHsElMOQh,0
95UG7V,8/26/2010,Dallas,TX,Tuesday,0,0,0,lTUWXlCDqN,1
74YWNZ,8/28/2012,Waco,TX,Sunday,0,0,0,qNj3ok4TqI,0
NC7Z34,4/21/2013,Dallas,TX,Tuesday,0,0,0,AijAjBxb29,1
7K5MML,11/28/2012,Waco,TX,Tuesday,0,0,0,dT34nV8Rj8,1
QZMMNW,3/14/2012,Houston,TX,Monday,0,0,1,e4ygPxV4YD,0
LUMBDC,4/30/2013,Houston,TX,Monday,0,0,1,s1m7OWbfFr,0
AN8867,8/28/2012,Waco,TX,Thursday,0,0,1,slZZUDjMf5,1
ZN655L,3/11/2013,Waco,TX,Thursday,0,0,0,oEvjCYBBwE,0
7MZS6E,4/20/2009,Dallas,TX,Tuesday,0,0,0,uwptGKEeQ8,0
3ZVWZ3,6/28/2013,Dallas,TX,Monday,0,0,1,nZdDwZqU3l,1
BVCYJV,4/15/2012,Dallas,TX,Friday,0,0,0,ObXv0fqhhj,1
MYG6AU,6/15/2013,Waco,TX,Wednesday,0,0,1,zudiZvPUiD,1
D2JABG,7/9/2010,Houston,TX,Tuesday,0,0,1,DDaUNVguIZ,0
4VCU9P,4/12/2013,Waco,TX,Wednesday,0,0,0,O22cA45Y8u,0
WEKYZV,6/13/2012,Dallas,TX,Wednesday,0,0,0,0bAJsUfDlN,0
9BR72G,6/18/2013,Austin,TX,Saturday,0,0,1,LfLPH7Nvdq,1
X6Z2KK,1/9/2011,Houston,TX,Thursday,0,0,0,VemuYjG87w,0
RUN67L,6/4/2013,Waco,TX,Wednesday,0,0,1,RboV0B8dIY,1
M979VS,5/23/2013,Houston,TX,Monday,0,0,1,BKpXvG8qBP,1
NWMBYZ,5/13/2013,Houston,TX,Thursday,0,0,1,KbvIIcspwS,0
FARQ5M,8/28/2012,Dallas,TX,Tuesday,0,0,0,vLNoajMSPf,1
H4YG5W,8/28/2012,Waco,TX,Thursday,0,0,0,BLQwPHVY3R,1
S8YHNV,1/22/2013,Houston,TX,Monday,0,0,0,dwbhZ95u8f,1
8TUGV6,9/21/2011,Houston,TX,Wednesday,0,0,0,vJteE1bSxj,1
65KBK2,6/3/2013,Austin,TX,Tuesday,0,0,1,xNvSJwmPQP,1
4RYWN9,5/17/2012,Dallas,TX,Monday,1,0,0,LrNqwtd53y,1
9F77M5,3/14/2012,Dallas,TX,Monday,0,0,1,nPCNhF6xgL,1
GZ8GB8,7/20/2009,Dallas,TX,Wednesday,0,0,1,sRgBwuTf9I,0
R2PFNP,8/14/2012,Dallas,TX,Wednesday,0,0,1,qXCf4XpEvr,1
5JQMCR,2/7/2012,Dallas,TX,Friday,0,0,0,UzVZTNl8iu,0
NS3UGZ,12/17/2011,Dallas,TX,Friday,0,0,0,OmoYICAoB2,1
ZNGEN4,6/3/2013,Dallas,TX,Wednesday,0,0,1,2mEqAlp1bs,1
PSWS6P,2/24/2013,Dallas,TX,Monday,0,0,0,KA6ru8MiEs,1
SE38L6,4/24/2013,Houston,TX,Friday,0,0,0,d4qo934DuU,1
