DISCOUNT_ID,ORDER_ID,PRICE,QUANTITY,ORDER_DETAIL_ID,ORDER_ITEM_DISCOUNT_AMOUNT,LINE_NUMBER,UNIT_PRICE,MENU_ITEM_ID
,4064846,10,1,11113708,,0,10,33
,4064846,12.5,1,11113710,,2,12.5,37
,4064846,9,1,11113712,,4,9,31
,4064846,6,2,11113709,,1,3,36
,4064846,12.5,1,11113711,,3,12.5,39
,4064847,3,1,11113714,,1,3,35
,4064847,3,1,11113715,,2,3,36
,4064847,12.5,1,11113716,,3,12.5,38
,4064847,12.5,1,11113717,,4,12.5,39
,4064847,2,1,11113713,,0,2,34
,4064840,10,1,11113688,,0,10,33
,4064840,12.5,1,11113690,,2,12.5,37
,4064840,2,1,11113689,,1,2,34
,4064841,12.5,1,11113694,,3,12.5,38
,4064841,25,2,11113695,,4,12.5,39
,4064841,2,1,11113692,,1,2,34
,4064841,11,1,11113691,,0,11,32
,4064841,3,1,11113693,,2,3,35
,4064842,25,2,11113698,,2,12.5,37
,4064842,12.5,1,11113697,,1,12.5,39
,4064850,12.5,1,11113728,,2,12.5,38
,4064850,3,1,11113727,,1,3,35
,4064850,12.5,1,11113729,,3,12.5,39
,4064851,12.5,1,11113734,,3,12.5,38
,4064851,25,2,11113735,,4,12.5,39
,4064851,25,2,11113733,,2,12.5,37
,4064851,10,1,11113731,,0,10,33
,4064851,9,3,11113732,,1,3,35
,4064852,3,1,11113739,,3,3,36
,4064852,37.5,3,11113741,,5,12.5,38
,4064837,9,1,11113679,,1,9,31
,4064837,11,1,11113678,,0,11,32
,4064837,12.5,1,11113680,,2,12.5,39
,4064838,50,4,11113683,,2,12.5,37
,4064838,12.5,1,11113684,,3,12.5,38
,4064838,2,1,11113682,,1,2,34
,4064838,22,2,11113681,,0,11,32
,4064839,4,2,11113686,,1,2,34
,4064839,22,2,11113685,,0,11,32
,4064839,12.5,1,11113687,,2,12.5,39
,4064852,10,1,11113737,,1,10,33
,4064852,11,1,11113736,,0,11,32
,4064852,12.5,1,11113740,,4,12.5,37
,4064852,12.5,1,11113742,,6,12.5,39
,4064852,2,1,11113738,,2,2,34
,4064853,10,1,11113743,,0,10,33
,4064853,12.5,1,11113745,,2,12.5,38
,4064853,2,1,11113744,,1,2,34
,4064854,50,4,11113747,,1,12.5,37
,4064854,2,1,11113746,,0,2,34
,4064855,11,1,11113748,,0,11,32
,4064856,12.5,1,11113749,,0,12.5,38
,4064857,11,1,11113750,,0,11,32
,4064857,12.5,1,11113751,,1,12.5,39
,4064857,9,1,11113753,,3,9,31
,4064857,12.5,1,11113752,,2,12.5,38
,4064858,22,2,11113754,,0,11,32
,4064858,9,1,11113755,,1,9,31
,4064859,12.5,1,11113758,,2,12.5,38
,4064859,9,1,11113759,,3,9,31
,4064859,20,2,11113757,,1,10,33
,4064859,11,1,11113756,,0,11,32
,4064860,25,2,11113764,,4,12.5,38
,4064860,3,1,11113762,,2,3,36
,4064860,3,1,11113761,,1,3,35
,4064860,10,1,11113760,,0,10,33
,4064860,12.5,1,11113763,,3,12.5,37
,4064861,3,1,11113765,,0,3,35
,4064861,3,1,11113767,,2,3,36
,4064861,25,2,11113768,,3,12.5,39
,4064847,18,2,11113718,,5,9,31
,4064848,12.5,1,11113720,,1,12.5,39
,4064848,12.5,1,11113719,,0,12.5,37
,4064849,12.5,1,11113724,,3,12.5,38
,4064849,25,2,11113725,,4,12.5,39
,4064849,4,2,11113722,,1,2,34
,4064849,3,1,11113723,,2,3,35
,4064849,22,2,11113721,,0,11,32
,4064850,20,2,11113726,,0,10,33
,4064850,9,1,11113730,,4,9,31
,4064863,10,1,11113774,,0,10,33
,4064864,12.5,1,11113781,,2,12.5,37
,4064864,10,1,11113779,,0,10,33
,4064864,12.5,1,11113782,,3,12.5,39
,4064864,2,1,11113780,,1,2,34
,4064865,12.5,1,11113784,,1,12.5,38
,4064865,12.5,1,11113783,,0,12.5,37
,4064866,22,2,11113785,,0,11,32
,4064866,37.5,3,11113790,,5,12.5,39
,4064866,25,2,11113788,,3,12.5,37
,4064861,9,1,11113766,,1,9,31
,4064862,36,4,11113773,,4,9,31
,4064862,37.5,3,11113772,,3,12.5,39
,4064862,3,1,11113771,,2,3,36
,4064862,2,1,11113769,,0,2,34
,4064862,3,1,11113770,,1,3,35
,4064863,2,1,11113775,,1,2,34
,4064863,37.5,3,11113777,,3,12.5,37
,4064863,3,1,11113776,,2,3,35
,4064863,9,1,11113778,,4,9,31
,4064866,12.5,1,11113789,,4,12.5,38
,4064866,10,1,11113786,,1,10,33
,4064866,3,1,11113787,,2,3,35
,4064867,9,1,11113793,,2,9,31
,4064867,12.5,1,11113792,,1,12.5,38
,4064867,10,1,11113791,,0,10,33
,4064868,25,2,11113796,,2,12.5,37
,4064868,20,2,11113794,,0,10,33
,4064868,37.5,3,11113797,,3,12.5,39
,4064868,2,1,11113795,,1,2,34
,4064869,11,1,11113798,,0,11,32
,4064869,12.5,1,11113799,,1,12.5,37
,4064870,12.5,1,11113802,,2,12.5,38
,4064870,11,1,11113800,,0,11,32
,4064870,12.5,1,11113801,,1,12.5,37
,4064871,12.5,1,11113804,,1,12.5,39
,4064871,12.5,1,11113803,,0,12.5,38
,4064872,18,2,11113807,,2,9,31
,4064872,12.5,1,11113806,,1,12.5,38
,4064872,3,1,11113805,,0,3,35
,4064873,9,1,11113808,,0,9,31
,4064873,3,1,11113809,,1,3,36
,4064873,12.5,1,11113811,,3,12.5,39
,4064873,25,2,11113810,,2,12.5,38
,4064874,9,1,11113812,,0,9,31
,4064874,12.5,1,11113814,,2,12.5,38
,4064874,12.5,1,11113813,,1,12.5,37
,4064874,12.5,1,11113815,,3,12.5,39
,4064875,25,2,11113819,,3,12.5,38
,4064875,33,3,11113816,,0,11,32
,4064875,37.5,3,11113820,,4,12.5,39
,4064875,12.5,1,11113818,,2,12.5,37
,4064875,2,1,11113817,,1,2,34
,4064876,12.5,1,11113821,,0,12.5,39
,4064877,20,2,11113822,,0,10,33
,4064877,12.5,1,11113824,,2,12.5,38
,4064877,12.5,1,11113823,,1,12.5,37
,4064877,25,2,11113825,,3,12.5,39
,4064878,9,1,11113828,,2,9,31
,4064878,12.5,1,11113827,,1,12.5,37
,4064880,12.5,1,11113838,,3,12.5,38
,4064880,12.5,1,11113839,,4,12.5,39
,4064881,9,1,11113840,,0,9,31
,4064882,10,1,11113841,,0,10,33
,4064883,9,1,11113843,,1,9,31
,4064883,12.5,1,11113842,,0,12.5,38
,4064884,10,1,11113844,,0,10,33
,4064884,9,1,11113847,,3,9,31
,4064884,6,2,11113845,,1,3,35
,4064884,12.5,1,11113846,,2,12.5,37
,4064878,20,2,11113826,,0,10,33
,4064879,3,1,11113832,,3,3,36
,4064879,3,1,11113831,,2,3,35
,4064879,25,2,11113833,,4,12.5,38
,4064879,11,1,11113829,,0,11,32
,4064879,36,4,11113834,,5,9,31
,4064879,4,2,11113830,,1,2,34
,4064880,12.5,1,11113837,,2,12.5,37
,4064880,3,1,11113836,,1,3,36
,4064880,10,1,11113835,,0,10,33
,4064885,12.5,1,11113850,,2,12.5,38
,4064885,11,1,11113848,,0,11,32
,4064885,20,2,11113849,,1,10,33
,4064886,33,3,11113851,,0,11,32
,4064886,25,2,11113854,,3,12.5,38
,4064886,9,1,11113855,,4,9,31
,4064886,10,1,11113852,,1,10,33
,4064886,12.5,1,11113853,,2,12.5,37
,4064887,25,2,11113859,,3,12.5,39
,4064887,12.5,1,11113857,,1,12.5,37
,4064887,12.5,1,11113858,,2,12.5,38
,4064887,9,1,11113856,,0,9,31
,4064888,12.5,1,11113863,,3,12.5,38
,4064888,2,1,11113860,,0,2,34
,4064888,3,1,11113861,,1,3,35
,4064888,9,1,11113864,,4,9,31
,4064888,37.5,3,11113862,,2,12.5,37
,4064889,3,1,11113867,,2,3,35
,4064889,18,2,11113872,,7,9,31
,4064889,6,2,11113868,,3,3,36
,4064889,12.5,1,11113871,,6,12.5,39
,4064889,11,1,11113865,,0,11,32
,4064889,25,2,11113870,,5,12.5,38
,4064889,2,1,11113866,,1,2,34
,4064889,12.5,1,11113869,,4,12.5,37
,4064890,10,1,11113873,,0,10,33
,4064890,12.5,1,11113874,,1,12.5,38
,4064891,12.5,1,11113876,,1,12.5,38
,4064891,10,1,11113875,,0,10,33
,4064891,9,1,11113877,,2,9,31
,4064897,12.5,1,11113897,,3,12.5,37
,4064898,11,1,11113899,,0,11,32
,4064898,25,2,11113900,,1,12.5,39
,4064899,40,4,11113901,,0,10,33
,4064899,9,1,11113904,,3,9,31
,4064899,12.5,1,11113902,,1,12.5,37
,4064899,12.5,1,11113903,,2,12.5,38
,4064900,12.5,1,11113905,,0,12.5,37
,4064901,12.5,1,11113908,,2,12.5,37
,4064901,12.5,1,11113910,,4,12.5,39
,4064894,9,1,11113887,,1,9,31
,4064895,3,1,11113890,,1,3,35
,4064895,9,1,11113891,,2,9,31
,4064895,11,1,11113889,,0,11,32
,4064896,25,2,11113892,,0,12.5,39
,4064896,9,1,11113893,,1,9,31
,4064897,10,1,11113895,,1,10,33
,4064897,9,3,11113896,,2,3,36
,4064897,11,1,11113894,,0,11,32
,4064897,27,3,11113898,,4,9,31
,4064892,12.5,1,11113878,,0,12.5,37
,4064893,2,1,11113881,,2,2,34
,4064893,12.5,1,11113883,,4,12.5,38
,4064893,10,1,11113880,,1,10,33
,4064893,12.5,1,11113884,,5,12.5,39
,4064893,11,1,11113879,,0,11,32
,4064893,6,2,11113882,,3,3,36
,4064893,18,2,11113885,,6,9,31
,4064894,25,2,11113888,,2,12.5,39
,4064894,11,1,11113886,,0,11,32
,4064901,12.5,1,11113909,,3,12.5,38
,4064901,3,1,11113907,,1,3,36
,4064901,33,3,11113906,,0,11,32
,4064902,20,2,11113912,,1,10,33
,4064902,3,1,11113913,,2,3,35
,4064902,12.5,1,11113915,,4,12.5,37
,4064902,11,1,11113911,,0,11,32
,4064902,3,1,11113914,,3,3,36
,4064903,3,1,11113918,,2,3,36
,4064903,3,1,11113917,,1,3,35
,4064903,9,1,11113919,,3,9,31
,4064903,20,2,11113916,,0,10,33
,4064904,11,1,11113920,,0,11,32
,4064904,9,1,11113928,,8,9,31
,4064904,2,1,11113922,,2,2,34
,4064904,6,2,11113923,,3,3,35
,4064904,20,2,11113921,,1,10,33
,4064904,25,2,11113925,,5,12.5,37
,4064904,25,2,11113926,,6,12.5,38
,4064904,3,1,11113924,,4,3,36
,4064904,12.5,1,11113927,,7,12.5,39
,4064905,25,2,11113930,,1,12.5,38
,4064905,11,1,11113929,,0,11,32
,4064905,9,1,11113931,,2,9,31
,4064906,22,2,11113932,,0,11,32
,4064906,12.5,1,11113936,,4,12.5,38
,4064906,4,2,11113933,,1,2,34
,4064906,9,1,11113938,,6,9,31
,4064906,25,2,11113935,,3,12.5,37
,4064906,3,1,11113934,,2,3,35
,4064912,12.5,1,11113947,,0,12.5,38
,4064913,9,3,11113950,,1,3,35
,4064913,25,2,11113951,,2,12.5,37
,4064913,22,2,11113949,,0,11,32
,4064913,9,1,11113952,,3,9,31
,4064914,12.5,1,11113953,,0,12.5,37
,4064914,25,2,11113954,,1,12.5,39
,4064915,10,1,11113956,,1,10,33
,4064915,12.5,1,11113960,,5,12.5,38
,4064915,12.5,1,11113959,,4,12.5,37
,4064906,25,2,11113937,,5,12.5,39
,4064907,9,1,11113939,,0,9,31
,4064908,9,1,11113940,,0,9,31
,4064909,10,1,11113941,,0,10,33
,4064910,11,1,11113942,,0,11,32
,4064910,12.5,1,11113943,,1,12.5,37
,4064911,12.5,1,11113945,,1,12.5,37
,4064911,33,3,11113944,,0,11,32
,4064911,9,1,11113946,,2,9,31
,4064912,9,1,11113948,,1,9,31
,4064915,3,1,11113957,,2,3,35
,4064915,11,1,11113955,,0,11,32
,4064915,3,1,11113958,,3,3,36
,4064915,18,2,11113961,,6,9,31
,4064916,2,1,11113963,,1,2,34
,4064916,12.5,1,11113965,,3,12.5,37
,4064916,25,2,11113967,,5,12.5,39
,4064916,25,2,11113966,,4,12.5,38
,4064916,3,1,11113964,,2,3,36
,4064916,9,1,11113968,,6,9,31
,4064916,11,1,11113962,,0,11,32
,4064917,12.5,1,11113969,,0,12.5,37
,4064918,20,2,11113971,,1,10,33
,4064918,12.5,1,11113973,,3,12.5,38
,4064918,3,1,11113972,,2,3,36
,4064918,33,3,11113970,,0,11,32
,4064918,9,1,11113974,,4,9,31
,4064919,11,1,11113975,,0,11,32
,4064919,9,1,11113976,,1,9,31
,4064920,9,1,11113978,,1,9,31
,4064920,10,1,11113977,,0,10,33
,4064921,12.5,1,11113979,,0,12.5,38
,4064921,12.5,1,11113980,,1,12.5,39
,4064922,12.5,1,11113981,,0,12.5,38
,4064923,25,2,11113982,,0,12.5,39
,4064924,3,1,11113984,,1,3,36
,4064924,20,2,11113983,,0,10,33
,4064924,12.5,1,11113985,,2,12.5,37
,4064925,3,1,11113988,,2,3,36
,4064925,12.5,1,11113989,,3,12.5,39
,4064925,11,1,11113986,,0,11,32
,4064925,10,1,11113987,,1,10,33
,4064926,12.5,1,11113990,,0,12.5,37
,4064926,25,2,11113991,,1,12.5,39
,4064927,22,2,11113992,,0,11,32
,4064927,2,1,11113994,,2,2,34
,4064927,10,1,11113993,,1,10,33
,4064927,3,1,11113995,,3,3,36
,4064927,9,1,11113997,,5,9,31
,4064927,12.5,1,11113996,,4,12.5,38
,4064928,25,2,11113998,,0,12.5,37
,4064928,9,1,11113999,,1,9,31
,4064929,10,1,11114001,,1,10,33
,4064929,12.5,1,11114004,,4,12.5,39
,4064929,12.5,1,11114003,,3,12.5,37
,4064929,3,1,11114002,,2,3,36
,4064929,11,1,11114000,,0,11,32
,4064930,2,1,11114006,,1,2,34
,4064930,22,2,11114005,,0,11,32
,4064930,12.5,1,11114007,,2,12.5,38
,4064931,20,2,11114008,,0,10,33
,4064931,27,3,11114010,,2,9,31
,4064931,37.5,3,11114009,,1,12.5,38
,4064932,12.5,1,11114012,,1,12.5,38
,4064932,11,1,11114011,,0,11,32
,4064933,10,1,11114013,,0,10,33
,4064933,9,1,11114017,,4,9,31
,4064933,12.5,1,11114016,,3,12.5,39
,4064933,3,1,11114014,,1,3,35
,4064933,12.5,1,11114015,,2,12.5,38
,4064934,12.5,1,11114018,,0,12.5,38
,4064935,20,2,11114019,,0,10,33
,4064935,12.5,1,11114020,,1,12.5,37
,4064936,11,1,11114021,,0,11,32
,4064937,12.5,1,11114025,,3,12.5,39
,4064937,10,1,11114023,,1,10,33
,4064937,12.5,1,11114024,,2,12.5,38
,4064937,11,1,11114022,,0,11,32
,4064938,30,3,11114026,,0,10,33
,4064938,9,1,11114028,,2,9,31
,4064941,9,1,11114040,,3,9,31
,4064941,12.5,1,11114039,,2,12.5,37
,4064941,22,2,11114037,,0,11,32
,4064942,18,2,11114047,,6,9,31
,4064942,11,1,11114041,,0,11,32
,4064942,12.5,1,11114044,,3,12.5,37
,4064942,37.5,3,11114046,,5,12.5,39
,4064942,3,1,11114042,,1,3,35
,4064942,3,1,11114043,,2,3,36
,4064942,12.5,1,11114045,,4,12.5,38
,4064938,6,2,11114027,,1,3,35
,4064939,12.5,1,11114031,,2,12.5,39
,4064939,12.5,1,11114030,,1,12.5,37
,4064939,3,1,11114029,,0,3,35
,4064940,12.5,1,11114035,,3,12.5,39
,4064940,9,1,11114036,,4,9,31
,4064940,3,1,11114033,,1,3,35
,4064940,10,1,11114032,,0,10,33
,4064940,25,2,11114034,,2,12.5,37
,4064941,2,1,11114038,,1,2,34
,4064943,11,1,11114048,,0,11,32
,4064943,2,1,11114050,,2,2,34
,4064943,25,2,11114052,,4,12.5,39
,4064943,37.5,3,11114051,,3,12.5,38
,4064943,30,3,11114049,,1,10,33
,4064944,11,1,11114053,,0,11,32
,4064945,20,2,11114054,,0,10,42
,4064946,15,1,11114056,,1,15,43
,4064946,20,2,11114055,,0,10,42
,4064946,2,1,11114057,,2,2,44
,4064947,10,1,11114058,,0,10,42
,4064948,24,3,11114059,,0,8,41
,4064948,3,1,11114061,,2,3,46
,4064948,15,1,11114060,,1,15,43
,4064949,8,1,11114062,,0,8,41
,4064949,15,1,11114064,,2,15,43
,4064949,10,1,11114063,,1,10,42
,4064950,45,3,11114067,,2,15,43
,4064950,20,2,11114066,,1,10,42
,4064950,16,2,11114065,,0,8,41
,4064951,8,1,11114068,,0,8,41
,4064951,10,1,11114069,,1,10,42
,4064952,8,1,11114070,,0,8,41
,4064953,8,1,11114071,,0,8,41
,4064954,10,1,11114072,,0,10,42
,4064954,15,1,11114073,,1,15,43
,4064955,10,1,11114074,,0,10,42
,4064956,10,1,11114076,,1,10,42
,4064956,30,2,11114077,,2,15,43
,4064956,8,1,11114075,,0,8,41
,4064957,15,1,11114079,,1,15,43
,4064957,8,1,11114078,,0,8,41
,4064957,3,1,11114080,,2,3,46
,4064958,8,1,11114081,,0,8,41
,4064959,16,2,11114082,,0,8,41
,4064959,2,1,11114084,,2,2,44
,4064959,30,2,11114083,,1,15,43
,4064959,3,1,11114085,,3,3,46
,4064960,2,1,11114088,,2,2,44
,4064960,15,1,11114087,,1,15,43
,4064960,16,2,11114086,,0,8,41
,4064961,15,1,11114091,,2,15,43
,4064961,24,3,11114089,,0,8,41
,4064961,3,1,11114092,,3,3,46
,4064961,20,2,11114090,,1,10,42
,4064962,10,1,11114093,,0,10,42
,4064962,15,1,11114094,,1,15,43
,4064963,16,2,11114095,,0,8,41
,4064964,10,1,11114097,,1,10,42
,4064964,16,2,11114096,,0,8,41
,4064964,2,1,11114098,,2,2,44
,4064965,8,1,11114099,,0,8,41
,4064966,15,1,11114101,,1,15,43
,4064966,10,1,11114100,,0,10,42
,4064967,10,1,11114102,,0,10,42
,4064968,10,1,11114103,,0,10,42
,4064968,15,1,11114104,,1,15,43
,4064969,6,2,11114108,,3,3,45
,4064969,8,1,11114105,,0,8,41
,4064969,3,1,11114109,,4,3,46
,4064969,30,3,11114106,,1,10,42
,4064969,30,2,11114107,,2,15,43
,4064970,15,1,11114111,,1,15,43
,4064970,3,1,11114112,,2,3,45
,4064970,10,1,11114110,,0,10,42
,4064971,15,1,11114114,,1,15,43
,4064971,8,1,11114113,,0,8,41
,4064972,10,1,11114115,,0,10,42
,4064973,30,3,11114117,,1,10,42
,4064982,30,3,11114136,,0,10,42
,4064982,30,2,11114137,,1,15,43
,4064983,16,2,11114139,,0,8,41
,4064983,3,1,11114141,,2,3,46
,4064983,15,1,11114140,,1,15,43
,4064984,8,1,11114142,,0,8,41
,4064984,10,1,11114143,,1,10,42
,4064984,2,1,11114144,,2,2,44
,4064985,20,2,11114146,,1,10,42
,4064985,16,2,11114145,,0,8,41
,4064985,30,2,11114147,,2,15,43
,4064986,15,1,11114149,,1,15,43
,4064986,8,1,11114148,,0,8,41
,4064987,16,2,11114150,,0,8,41
,4064987,45,3,11114151,,1,15,43
,4064987,2,1,11114152,,2,2,44
,4064987,3,1,11114153,,3,3,45
,4064988,15,1,11114154,,0,15,43
,4064989,8,1,11114155,,0,8,41
,4064989,2,1,11114157,,2,2,44
,4064976,10,1,11114127,,0,10,42
,4064977,8,1,11114128,,0,8,41
,4064977,15,1,11114129,,1,15,43
,4064978,8,1,11114130,,0,8,41
,4064978,60,4,11114132,,2,15,43
,4064978,20,2,11114131,,1,10,42
,4064979,8,1,11114133,,0,8,41
,4064980,8,1,11114134,,0,8,41
,4064981,8,1,11114135,,0,8,41
,4064982,3,1,11114138,,2,3,45
,4064973,16,2,11114116,,0,8,41
,4064973,45,3,11114118,,2,15,43
,4064973,3,1,11114119,,3,3,46
,4064974,4,2,11114123,,3,2,44
,4064974,30,2,11114122,,2,15,43
,4064974,10,1,11114121,,1,10,42
,4064974,16,2,11114120,,0,8,41
,4064974,3,1,11114124,,4,3,45
,4064975,16,2,11114125,,0,8,41
,4064975,30,2,11114126,,1,15,43
,4064989,30,2,11114156,,1,15,43
,4064990,10,1,11114159,,1,10,42
,4064990,24,3,11114158,,0,8,41
,4064990,15,1,11114160,,2,15,43
,4064990,9,3,11114161,,3,3,45
,4064991,2,1,11114165,,3,2,44
,4064991,3,1,11114166,,4,3,45
,4064991,30,2,11114164,,2,15,43
,4064991,30,3,11114163,,1,10,42
,4064991,16,2,11114162,,0,8,41
,4064992,8,1,11114167,,0,8,41
,4064993,15,1,11114168,,0,15,43
,4064994,2,1,11114171,,2,2,44
,4064994,30,2,11114170,,1,15,43
,4064994,30,3,11114169,,0,10,42
,4064994,3,1,11114172,,3,3,46
,4064995,10,1,11114173,,0,10,42
,4064995,15,1,11114174,,1,15,43
,4064995,3,1,11114175,,2,3,46
,4064996,30,3,11114176,,0,10,42
,4064996,15,1,11114177,,1,15,43
,4064997,24,3,11114178,,0,8,41
,4064998,10,1,11114179,,0,10,42
,4064998,15,1,11114180,,1,15,43
,4064999,60,4,11114182,,1,15,43
,4064999,4,2,11114183,,2,2,44
,4064999,20,2,11114181,,0,10,42
,4065000,15,1,11114185,,1,15,43
,4065000,10,1,11114184,,0,10,42
,4065001,10,1,11114186,,0,10,42
,4065003,10,1,11114195,,1,10,42
,4065004,8,1,11114198,,0,8,41
,4065004,2,1,11114201,,3,2,44
,4065004,3,1,11114202,,4,3,46
,4065004,40,4,11114199,,1,10,42
,4065004,30,2,11114200,,2,15,43
,4065005,10,1,11114203,,0,10,42
,4065006,16,2,11114204,,0,8,41
,4065006,15,1,11114206,,2,15,43
,4065006,3,1,11114207,,3,3,45
,4065001,15,1,11114187,,1,15,43
,4065002,2,1,11114191,,3,2,44
,4065002,24,3,11114188,,0,8,41
,4065002,10,1,11114189,,1,10,42
,4065002,3,1,11114192,,4,3,45
,4065002,45,3,11114190,,2,15,43
,4065002,3,1,11114193,,5,3,46
,4065003,15,1,11114196,,2,15,43
,4065003,6,2,11114197,,3,3,46
,4065003,32,4,11114194,,0,8,41
,4065006,10,1,11114205,,1,10,42
,4065007,15,1,11114208,,0,15,43
,4065008,15,1,11114211,,2,15,43
,4065008,16,2,11114209,,0,8,41
,4065008,6,2,11114212,,3,3,45
,4065008,10,1,11114210,,1,10,42
,4065009,30,2,11114214,,1,15,43
,4065009,3,1,11114215,,2,3,46
,4065009,10,1,11114213,,0,10,42
,4065010,20,2,11114217,,1,10,42
,4065013,30,3,11114228,,1,10,42
,4065013,3,1,11114229,,2,3,46
,4065013,16,2,11114227,,0,8,41
,4065014,3,1,11114231,,1,3,46
,4065014,24,3,11114230,,0,8,41
,4065015,16,2,11114232,,0,8,41
,4065015,3,1,11114233,,1,3,46
,4065016,10,1,11114234,,0,10,42
,4065016,15,1,11114235,,1,15,43
,4065017,20,2,11114237,,1,10,42
,4065010,2,1,11114219,,3,2,44
,4065010,3,1,11114220,,4,3,45
,4065010,24,3,11114216,,0,8,41
,4065010,15,1,11114218,,2,15,43
,4065011,30,2,11114222,,1,15,43
,4065011,20,2,11114221,,0,10,42
,4065011,3,1,11114223,,2,3,45
,4065012,8,1,11114224,,0,8,41
,4065012,10,1,11114225,,1,10,42
,4065012,60,4,11114226,,2,15,43
,4065022,3,1,11114249,,2,3,45
,4065022,24,3,11114247,,0,8,41
,4065022,10,1,11114248,,1,10,42
,4065023,10,1,11114251,,1,10,42
,4065023,15,1,11114252,,2,15,43
,4065023,3,1,11114253,,3,3,46
,4065023,8,1,11114250,,0,8,41
,4065024,24,3,11114254,,0,8,41
,4065024,45,3,11114255,,1,15,43
,4065024,3,1,11114256,,2,3,46
,4065027,3,1,11114269,,3,3,45
,4065027,30,3,11114267,,1,10,42
,4065027,16,2,11114266,,0,8,41
,4065028,20,2,11114270,,0,10,42
,4065029,16,2,11114271,,0,8,41
,4065029,10,1,11114272,,1,10,42
,4065029,30,2,11114273,,2,15,43
,4065029,3,1,11114274,,3,3,46
,4065030,15,1,11114276,,1,15,43
,4065030,10,1,11114275,,0,10,42
,4065031,20,2,11114278,,1,10,42
,4065032,45,3,11114282,,1,15,43
,4065032,24,3,11114281,,0,8,41
,4065033,10,1,11114283,,0,10,42
,4065034,24,3,11114284,,0,8,41
,4065034,30,2,11114286,,2,15,43
,4065034,3,1,11114288,,4,3,45
,4065017,8,1,11114236,,0,8,41
,4065017,15,1,11114238,,2,15,43
,4065018,15,1,11114239,,0,15,43
,4065019,24,3,11114240,,0,8,41
,4065019,15,1,11114241,,1,15,43
,4065020,15,1,11114243,,1,15,43
,4065020,3,1,11114244,,2,3,46
,4065020,8,1,11114242,,0,8,41
,4065021,8,1,11114245,,0,8,41
,4065021,30,2,11114246,,1,15,43
,4065031,3,1,11114280,,3,3,46
,4065031,16,2,11114277,,0,8,41
,4065031,30,2,11114279,,2,15,43
,4065025,10,1,11114258,,1,10,42
,4065025,45,3,11114259,,2,15,43
,4065025,8,1,11114257,,0,8,41
,4065025,6,3,11114260,,3,2,44
,4065026,10,1,11114262,,1,10,42
,4065026,2,1,11114264,,3,2,44
,4065026,75,5,11114263,,2,15,43
,4065026,8,1,11114261,,0,8,41
,4065026,3,1,11114265,,4,3,46
,4065027,15,1,11114268,,2,15,43
,4065034,2,1,11114287,,3,2,44
,4065034,10,1,11114285,,1,10,42
,4065035,8,1,11114289,,0,8,41
,4065036,10,1,11114290,,0,10,42
,4065037,10,1,11114291,,0,10,42
,4065038,16,2,11114292,,0,8,41
,4065038,30,3,11114293,,1,10,42
,4065038,3,1,11114296,,4,3,45
,4065038,15,1,11114294,,2,15,43
,4065038,6,3,11114295,,3,2,44
,4065047,10,1,11114318,,1,10,42
,4065047,15,1,11114319,,2,15,43
,4065047,8,1,11114317,,0,8,41
,4065048,30,2,11114320,,0,15,43
,4065049,15,1,11114321,,0,15,43
,4065050,8,1,11114322,,0,8,41
,4065050,6,2,11114325,,3,3,45
,4065050,30,2,11114324,,2,15,43
,4065050,10,1,11114323,,1,10,42
,4065051,3,1,11114328,,2,3,46
,4065039,15,1,11114298,,1,15,43
,4065039,10,1,11114297,,0,10,42
,4065040,40,4,11114300,,1,10,42
,4065040,30,2,11114301,,2,15,43
,4065040,8,1,11114299,,0,8,41
,4065041,20,2,11114303,,1,10,42
,4065041,60,4,11114304,,2,15,43
,4065041,16,2,11114302,,0,8,41
,4065041,6,2,11114306,,4,3,46
,4065041,2,1,11114305,,3,2,44
,4065051,15,1,11114327,,1,15,43
,4065051,10,1,11114326,,0,10,42
,4065052,24,3,11114329,,0,8,41
,4065052,3,1,11114333,,4,3,45
,4065052,2,1,11114332,,3,2,44
,4065052,30,3,11114330,,1,10,42
,4065052,15,1,11114331,,2,15,43
,4065053,16,2,11114334,,0,8,41
,4065053,3,1,11114337,,3,3,45
,4065053,4,2,11114336,,2,2,44
,4065053,40,4,11114335,,1,10,42
,4065054,2,1,11114341,,3,2,44
,4065054,40,5,11114338,,0,8,41
,4065054,45,3,11114340,,2,15,43
,4065054,3,1,11114342,,4,3,46
,4065054,20,2,11114339,,1,10,42
,4065055,8,1,11114343,,0,8,41
,4065056,20,2,11114344,,0,10,42
,4065056,15,1,11114345,,1,15,43
,4065056,3,1,11114346,,2,3,46
,4065042,20,2,11114307,,0,10,42
,4065043,32,4,11114308,,0,8,41
,4065043,3,1,11114310,,2,3,45
,4065043,3,1,11114311,,3,3,46
,4065043,30,3,11114309,,1,10,42
,4065044,8,1,11114312,,0,8,41
,4065045,10,1,11114314,,1,10,42
,4065045,15,1,11114315,,2,15,43
,4065045,8,1,11114313,,0,8,41
,4065046,15,1,11114316,,0,15,43
,4065057,15,1,11114348,,1,15,43
,4065057,16,2,11114347,,0,8,41
,4065058,30,2,11114350,,1,15,43
,4065058,3,1,11114351,,2,3,45
,4065058,30,3,11114349,,0,10,42
,4065058,3,1,11114352,,3,3,46
,4065059,3,1,11114356,,3,3,45
,4065059,40,4,11114354,,1,10,42
,4065059,8,1,11114353,,0,8,41
